"job_title","location","company_name","job_desc","soft_skills","technical_skills","salary"
"Data Scientist","Chicago","CGN Global","We are actively recruiting for a Senior Consultant who specializes in Data Science who has the drive and desire to join a growing team and be a valuable member of this multi-dimensional organization. We look for people who strive for professional success in a diverse, entrepreneurial culture, that provides the flexibility to navigate a career path tailored to your talents and interests. We value professional development and continued learning, keeping you at the cutting edge of your field.Job Responsibilities:Collaborate directly with clients to frame, structure, analyze, and solve business problems for profitable growth, efficient operations, and new business modelsDesign, develop, and deploy advanced analytics solutions, including predictive and prescriptive modeling, to enhance customer experience, revenue generation, and other business outcomesObtain market and competitive intelligence, generate insights and shape growth strategyFinancial analysis and business case creation including market opportunity, investments, ROI, NPV, phased roadmap, and sensitivity analysisWork with stakeholders across different functions of the organization to identify opportunities for leveraging company data to drive business performanceCoordinate with different functional teams to implement models and monitor outcomesCreate the culture and capabilities needed to drive change, with the understanding that people transformation is the most essential priorityQualifications:Bachelors or Master's degree in Business Analytics, Data Science, Statistics, Mathematics, Digital Strategy, Computer Science, Finance, Economics or related degree. Master’s degree preferred5+ years of relevant professional experienceMinimum 5 years in a leadership roleSkilled in framing, structuring, analyzing, and solving business problems using dataStrong experience using statistical computer languages (R, Python, etc.) to manipulate data and draw insights from large data setsKnowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applicationsExperience developing financial business casesExcellent written and verbal communication and presentation skillsAbility to think and work independently, solve problems, and recommendationsProven experience in Project ManagementExperience in digital strategy and execution preferredExperience in growth strategy, market and competitive intelligence, including primary interviews, is a big plusThis position is open to all locations nationwide. Applicants do not need to be in the Chicago area. Ideal candidates will be experienced and compatible with a consulting lifestyle, and be flexible to travel as needed. Travel could be up to 100%.","communication,work independently","C,R,C,analysis,R,analysis,C,C,Business Analytics,C,R,Python,Excel,C",NA
"Data Science Intern, Strategic Functions IT – Summer 2020","Culver City","Sony Pictures Entertainment, Inc.","The Sony Pictures Entertainment Internship program offers a unique opportunity to work alongside the teams that come together to create movies, TV shows, and other great experiences. These seasonal, paid assignments provide meaningful and productive work that allow you to build your resume, experience and develop your skills further. You will be provided with challenging tasks, real-world experience, valuable networking opportunities, and many educational and social opportunities while on the lot. This Summer Internship is from May/June through August and all candidates must be able to work 40 hours a week, Monday through Friday.The Production Application Systems (PAS) team is responsible for supporting IT applications and initiatives in the production process from Creative through Post Production for Motion Pictures and Television. Included in that is the Data Science project that allows us to gain more value from existing dataset and build a better data architecture to support efficient BI reporting.RESPONSIBILITIES:The intern will act as a Data Science consultant to support the ongoing initiative to:Establish new BI infrastructure and data lake architecture for our key business stakeholders: TV Production Finance, MP Production Finance, MP Business Affairs, MP Finance, MP Legal AffairsUnderstand and integrate separate data sources to improve the BI reporting efficiencyAnalyze production data from all sources and give insights to guide on better decision makingThe intern will learn:Understanding of the IT infrastructure and data architecture built beyond the operation of a Hollywood studioGain experience learning and using R/Python, Tableau, Alteryx, for elegant data preparationCreate SQL materialized views for optimized performance of data visualizationsCreate algorithms for statistical tests, keywords matching, text mining, forecasting, cluster analysis, etc.QUALIFICATIONS:Experience Statistics, Computer Science, Data Analytics/Informatics and/or Business Analytics, or a related disciplineExperience with Algorithm Design, Statistical Data Analysis, Database Management, NoSQL databasesExcellent proficiency on SQL, R/Python, popular BI tools like Tableau and PowerBIPREFERRED QUALIFICATIONS:Pursuing a Master's or Bachelor's degree in Computer Science, Analytics, Data Science or related fieldSony Pictures Entertainment is an equal opportunity employer. We evaluate qualified applicants without regard to race, color, religion, sex, national origin, disability, veteran status, age, sexual orientation, gender identity, or other protected characteristics.","","C,R,R,Python,Tableau,C,SQL,data visualizations,C,algorithms,analysis,C,C,Business Analytics,SQL,Excel,SQL,R,Python,Tableau,PowerBI,R,R,R,C,C",NA
"Internship Opportunities for Students: Data & Applied Sciences","Redmond","Microsoft","Data Scientists at Microsoft help to improve the quality of experiences on our devices and services. We are looking for highly motivated and passionate Data Scientists to apply rigorous scientific methodology and algorithms to data in order to improve Microsoft’s devices, operating systems, and services. As a Data Scientist, you will provide unique insight into business and customer scenarios that cut across organizational boundaries and lead the growth of a data-driven culture within Microsoft.Do you want to work on a meaningful and impactful project and make a difference?Are you willing to learn from others and open to new ideas?Do you want to support others to succeed and operate in a highly-collaborative and global environment?If this sounds like you, Microsoft would like to invite you to come join us as you are, where you can find more than just a job.Read on to learn more about opportunities and apply online!ResponsibilitiesAs a Data Scientist intern, you will help formulate approaches to solve problems using well-defined algorithms and data sources. You will incorporate an understanding of product functionality and customer perspective to provide context for those problems. You will use data exploration techniques to discover new questions or opportunities within your problem area and propose applicability and limitations of the data. Successful Data Scientists will interpret the results of their analysis, validate their approach, and learn to monitor, analyze, and iterate to continuously improve.You will engage with peer stakeholders to produce clear, compelling, actionable insights that influence product and service improvements that will impact millions of customers. As a Data Scientist, you will also engage in the peer review process and act on feedback while learning innovative methods, algorithms, and tools to increase the impact and applicability of your results.QualificationsCurrently has or is in the process of obtaining their BA/BS or Masters in Computer Science, Mathematics, Economics, Statistics, Applied Sciences like Biostatistics, Physics, Chemistry, Computational Neurology and or other quant-focused fieldSome Engineering experience and or project course work using large data systems on SQL, Hadoop, etc.Proficiency using one or more programming or scripting language to work with data such as: Python, Perl, or C#.Some experience and or project course work performing data analysis and applying statistics working with tools such as: Excel, R, MATLAB, AMPL, or SAS.Some experience and or project course work with product and service telemetry systems.Some A/B Testing or experimentation (this can be from conducting real life science experiments, hypothesis testing in stats etc.) Not required but ideal.Some experience or course work applying basic ML to a type of data and or used algorithms to conduct experiments on data. Machine Learning strongly encouraged.Passion to learn from your peers, manager, and other stakeholders in the Data Science domain.Ability to interact with peers and stakeholders to drive product and business impact.Strong interpersonal and communications skills.Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request via the Accommodation request form.Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work.","highly motivated,passionate,communication","algorithms,R,R,algorithms,analysis,algorithms,C,C,C,C,SQL,Hadoop,Python,C#,analysis,Excel,R,MATLAB,algorithms,Machine Learning",NA
"Genomics Data Scientist","San Francisco","DNAnexus","DNAnexus® has built the world’s most secure cloud platform and global network for scientific collaboration and accelerated discovery. We embrace challenges and partnership to tackle the world’s most exciting opportunities across a spectrum of industries – biopharmaceutical, bioagricultural, sequencing services, clinical diagnostics, medical centers, government, and research consortia.As a Genomics Data Scientist, you will work on an interdisciplinary team of scientists, engineers, and product managers to create a cloud platform that offers users the ability to seamlessly manage and explore the genomic and phenotypic data of millions of samples. You will have the opportunity to work closely with scientists at the world’s top healthcare providers and pharmaceutical companies on projects leveraging the power of big data to improve human health. The ideal candidate is a bioinformatician / computational biologist with success in leading research studies combining next-generation sequencing data with various forms of phenotypic, transcriptomic, metabolomic, and other clinical data. She or he will have an extremely strong background in statistics and data analysis including techniques for the quality control of NGS data and the proper handling of missing data.Specific responsibilities include:Develop and apply analytical approaches for large, complex genomic data sets in conjunction with clinical, phenotypic, and multi-omics dataWork with a team of UI designers to develop visualizations that allow domain scientists to quickly and accurately interpret complex analysis resultsWork with a team of product managers to identify product features that will maximize the scientific utility of the DNAnexus Apollo.Analyze real-world datasets to to understand the underlying data models and research goalsQualifications / ExperienceM.S. in bioinformatics, computational biology, computer science or related biotechnology field; Ph.D. and interdisciplinary exposure preferred3+ years of experience in bioinformatics, biostatistics, genomics, statistical genetics, population genetics, systems biology, and/or translational research in either academic or industry settingsDirect experience in clinical diagnostics, therapeutics, or biomarker discovery and development is a strong plusAbility to develop reusable, well-tested software in Python and bashAbility to write documentation that accurately and meaningfully captures designs and implementation detailsAbility to work well within a distributed team of developers, peer review code, and own components of our platformAbility to work in an agile environment with strong automated testing practicesDesired knowledge and skillsDeep understanding of existing techniques for managing and analyzing genomic, clinical/phenotypic, pharmacokinetic, and other molecular data (transcriptomic, metabolomic, proteomic, microbiome), and the challenges in aggregating datasets for reuse in follow on studiesAn understanding of human genetics and the effects on human diseases, e.g. oncology, immunology, cardiovascularStrong computational ability and knowledge of programming languages used for data analysis such as Python, R, Julia, etc.Familiarity with software development and project management processes and tools (agile, JIRA, wiki, etc.)Experience with big data analytics technologies including Spark, Hive, and Hadoop, and an understanding of relational database conceptsExperience working with GWAS and other population genomics/PheWAS toolsets, e.g. PLINK, Hail, ADAMExperience working with large-scale omics datasets, e.g. ENCODE, 1000 Genomes, ExAC/gnomAD, TCGAFamiliarity with integrated tools such as GDC DAVE, cBioPortal, i2b2 tranSMART, Spotfire, UCSC Genome Browser, and Ingenuity Pathway AnalysisStrong organizational skills and excellent written and oral communication skillsEntrepreneurial “can do” attitude with the ability to find creative, pragmatic solutionsBased in San Francisco and Mountain View, California, DNAnexus is experiencing rapid growth and is searching for the best talent to join our team. Key investors include Google Ventures, TPG Biotech, Foresite Capital, and Wuxi NextCODE.If you are interested in joining our team, please apply today!","collaboration,communication","big data,analysis,analysis,Python,agile,analysis,Python,R,agile,R,big data,Hive,Hadoop,C,C,C,C,R,C,C,C,C,C",NA
"Data Scientist","San Diego","Northrop Grumman","At Northrop Grumman we develop cutting-edge technology that preserves freedom and advances human discovery. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across the Atlantic Ocean, to stealth bombers, to landing on the moon. We continue to innovate with developments from launching the first commercial flight to space, to discovering the early beginnings of the universe. Our employees are not only part of history, they're making history.The Engineering & Sciences (E&S) organization pushes the boundaries of innovation, redefines engineering capabilities, and drives advances in various sciences. Our team is chartered with providing the skills, innovative technologies to develop, design, produce and sustain optimized product lines across the sector while providing a decisive advantage to the warfighter. Come be a part of our mission!The Data/Systems Engineer plays a dual role of analyzing and modeling data, as well as managing and developing systems. The candidate applying for this position should be able to work across disciplines and organizations; identifying requirements, implementing good data governance principles, and producing logical data models. The qualified applicant will be expected to work directly with internal customers to develop strategies to meet their specific needs, while at the same time developing a common core approach to extend solutions to other disciplines and organizations.Responsibilities:Support the Infrastructure team's mission of continuous improvement through data driven processes and tools. Work with customers to define requirements for systems and metrics Perform Data Analysis of data vaults to find commonality and develop logical models Convert requirements into actions and models Identify critical problems and the steps required to resolve them Provide cost and data analysis and guidance to high level requirements for project teamsQualifications:Basic Qualifications:Bachelor's in Statistics, Engineering or related field and a minimum of 2 years of related experienceExperience in Data management, Data Engineering, or Data Science Experience with R or similar statistical languages1-2 years of experience using SQL to query databases (Oracle, SQL Server)Preferred Qualifications:1-2 years of experience with web development: HTML, CSS and JavaScriptBackground in development and production of electronic and RF components, or a degree in a related fieldExperience with Business Objects, Tableau, or other charting toolsExperience with shop floor systemsExperience with the Software Development lifecycle, and both Agile and Waterfall projectsExperience with electrical and mechanical data management systemsData analytics and visualization, statisticsDatabase query experienceExperience with Excel MacrosWhat We Can Offer You:Northrop Grumman provides a comprehensive benefits package and a work environment that encourages your growth and supports the mutual success of our people and our company. Northrop Grumman benefits give you the flexibility and control to choose the benefits that make the most sense for you and your family. Your benefits will include the following:Health PlanSavings PlanPaid Time OffEducation AssistanceTraining and DevelopmentFlexible Work Arrangementshttps://benefits.northropgrumman.com/us/en2/BenefitsOverview/Pages/default.aspxAdditional Northrop Grumman Information:Northrop Grumman has approximately 85,000 employees in all 50 states and in more than 25 countries, we strive to attract and retain the best employees by providing an inclusive work environment wherein employees are receptive to diverse ideas, perspectives and talents to help solve our toughest customer challenges: to develop and maintain some of the most technically sophisticated products, programs and services in the world.Northrop Grumman is committed to hiring and retaining a diverse workforce. We are proud to be an Equal Opportunity/Affirmative Action Employer, making decisions without regard to race, color, religion, creed, sex, sexual orientation, gender identity, marital status, national origin, age, veteran status, disability, or any other protected class. For our complete EEO/AA and Pay Transparency statement, please visit www.northropgrumman.com/EEO. U.S. Citizenship is required for most positions.","","C,R,C,analysis,R,SQL,Oracle,SQL,C,Java,R,Tableau,Excel,C,C",NA
"Data Scientist","Columbus","Sky Consulting Inc","5+ years of Data Science experience requiredProficiency in Python or R and in writing complex SQL queriesProficiency with Machine Learning concepts and modeling techniques to solve problems such as clustering, classification, regression, anomaly detection, simulation and optimization problems on large scale data sets. Ability to implement ML best practices for the entire Data Science lifecycleAbility to apply various analytical models to business use cases (NLP, Supervised, Un-Supervised, Neural Nets, and more)Exceptional communication and collaboration skills to understand business partner needs and deliver solutionsBias for action, with the ability to deliver outstanding results through task prioritization and time managementExperience with data visualization tools - Tableau, R Shiny etc preferred","communication,collaboration","Python,R,SQL,Machine Learning,NLP,Tableau,R,Shiny",NA
"2020 Summer Intern - Data Scientist/Data Analytics (.com Calif Temp Mgmt)","Sunnyvale","Walmart","Position Summary...What you'll do...What you'll doAt Walmart eCommerce, we are a highly motivated group of Big Data Geeks, Data Scientists, Applications Engineers and Product Managers working in a small agile group to solve the sophisticated problem of fraud detection. We are building smart data systems that ingest, analyze massive flow of data and build predictive machine learning models. The data scientists also own the implementation of the algorithms in production giving ownership from end to end. We build compelling data visualizations and interactive dashboards to showcase our work internally and externally.Data Interns work on project teams that are responsible for analyzing large data sets to develop custom models and algorithms to drive business solutions. In past years, interns have had the opportunity to work on projects involving researching new trends in the industry and utilizing up-to-date technology (for example, HBase, MapReduce, LAPack, Gurobi) and analytical skills to support their assigned project.Your Intern Program ExperienceThe Walmart Summer Intern Program immerses you in business, allows you to develop cutting edge technology, and shows off your social skills, all in between a lot of fun! Over the 10-week period you will have an opportunity to connect with executives, learn advanced skills, participate in networking and social events. Whether you are playing in the Intern ""Chili Cook Off"" or going to a Giants game, there is always something going on. With the San Francisco Bay Area and Silicon Valley as your playground the opportunities both inside and outside of work are endless!Walmart interns are tasked with solving a real business need, and projects have the potential to make an immediate impact on the world's largest retailer. Internships are paid, and include 2 days of PTO and housing for eligible students.Whether you're looking to be a data intern for Walmart Labs, Walmart International, Sam's Club, Global Business Services or another tech organization at Walmart, this is the right place for you to apply.About YouA visionary technologist with a passion for learning new technologies and translating data into business solutions.Demonstrated analytical and quantitative skills with the ability to build innovative complex models to illustrate various scenarios and compare KPIsCapacity to communicate complex concepts in easy-to-understand terminologyWorks effectively both independently and as a member of a cross functional teamStrong follow-through skills and acute attention to detailPassionate about user experienceA keen analytical mind with high levels of creativity and quick solving capabilities to change the world in a huge way!Educational RequirementCurrently enrolled and pursuing a Bachelors, Masters or PhD in Data Analytics, Computer Science, Statistics, Econometrics, Electrical Engineering, Operations Research, Computational Mathematics or a related fieldGraduating between December 2020 and August 2021Preferred QualificationsExperience with statistical analysis, data mining, financial analysis, and quantity modeling.Experience in MS-Excel, MS-Access, VBA, SQL, Tableau, Mongo DBProficient in MS-PowerPoint and comfortable building presentations to tell a clear storyJustification: evergreen req for data intern candidates for summer 2020 internships in CaliforniaMinimum Qualifications...Outlined below are the required minimum qualifications for this position. If none are listed, there are no minimum qualifications.Preferred Qualifications...Outlined below are the optional preferred qualifications for this position. If none are listed, there are no preferred qualifications.","highly motivated,communicate,creativity","C,Big Data,agile,machine learning,algorithms,data visualizations,algorithms,R,Gurobi,C,C,C,C,R,C,C,R,C,analysis,analysis,Excel,SQL,Tableau,C",NA
"Sr. Data Scientist","Orlando","SharedLabs","Job SummaryTitle: Sr Data ScientistLocation: Orlando, FLMAJOR RESPONSIBILITIES3-5 years’ experience doing data science, working with large volumes of data preferably in an enterprise wide-environmentCandidates should display an extreme curiosity about data, and be a problem solver with a strong desire to learn new data science methodsStrong working knowledge of coding and statistical analysis, advanced proficiency in “R” or “Python” programming languagesMasters’ degree is preferredJob Types: Full-time, ContractExperience:Data Scientist: 6 years (Required)“R” or “Python”: 3 years (Required)","","R,R,C,analysis,R,Python,C,R,R,Python,R",NA
"Data Scientist - International Safety","Mountain View","DiDi Labs","We are looking for a creative and talented individual who has passion to solve the safety challenges. You'll partner across the company to drive our efforts in building DiDi into the safest and most trusted ride-sharing service in the world. As part of an exciting pre-IPO company with tremendous professional growth potentials, we are open minded and mission driven, looking for you to join us on this great journey and beyond!ResponsibilitiesCollaborate with product managers, engineers, finance, and operation team to understand current situation and help key decision makingCommunicate key results to key stakeholders and company leadershipDefine metrics for different products, including driver & passenger app, safety, payments.Develop analytical frameworks to monitor business and product performanceQualifications3+ years of industry experience in a data science or analytics roleB.S. or M.S. Degree in a quantitative field such as statistics, economics, applied math, operations research or engineeringSQL is a must. Python is a plusStrong experience or interest in ride sharing productStrong verbal and written communication skills, and ability to collaborate with cross-functional partners/teamsPreferred QualificationsExperience with building machine learning systems.Have data science skills and experience with building machine learning models.Experience working in a product and/or business-driven environment.About the company:DiDi Chuxing (""DiDi"") is the world's leading mobile transportation platform. The company offers a full range of app-based transportation options for 550 million users, including Taxi, Express, Premier, Luxe, Bus, Minibus, Designated Driving, Enterprise Solutions, Bike Sharing, E-bike Sharing, Car Sharing, and food delivery. Daily rides have reached 30 million, allowing more than 31 million drivers on the DiDi platform to find flexible work and economic opportunities.In 2017 we opened DiDi Labs, our first overseas research center, in Mountain View, California to not only be on the forefront of the most cutting-edge research and development in AI-based security and intelligent driving technologies, but also serve as the headquarters of DiDi's international expansion. DiDi Labs offers the visibility and flexibility of a startup, with the stability of a mature company. We welcome people from all backgrounds who have the skills, passion and drive to join us in transforming the global transportation industry.","communication","R,C,C,SQL,Python,machine learning,machine learning,C,C,C,AI",NA
"Data Scientist","Richardson","Verveba Analytics","Job DescriptionWe are looking for a Data Scientist with a will for experimentation and exploring various data sets. Responsible for design and implementation of large-scale data sets using data mining, modeling and research techniques. Perform data studies and data discovery for new data sources or new uses for existing data sources. Perform statistical analyses with existing data sets in statistical packages such as SAS, SPSS, R or Weka.Experience:3 + yrs Experience with data mining techniques and practices (filtering, classification) and analytics functions (over, median, rank).2+ yrs Experience with presenting outcomes of Analytic Models and Iterations in a format easily understood by business.3+ yrs Experience with statistical modeling and simulation tools like R, SAS and SPSS.2+ yrs Familiar with machine learning frameworks like Mahout and data mining algorithms like Bayesian and Clustering.Familiar with Cloudera or HortonWorks Platform.Familiar with Hadoop tools/languages such as Python, Pig, Hive, Hadoop Streaming, Sqoop, Oozie, etc.Experience working with very large data sets, grouping together data and visualizing results.Prefer experience with some Java / python / simple map-reduce jobs development.Education:Bachelors of Science in Information Systems Technology, Computer Science or Engineering preferred.","","R,SPSS,R,R,SPSS,machine learning,algorithms,C,C,Hadoop,Python,Pig,Hive,Hadoop,Java,C",NA
"Research Scientist, Data Science Human Subject Studies","Boston","Aptiv","Aptiv Autonomous MobilityAt Aptiv, we believe that our mobility solutions have the power to change the world.Our Autonomous Mobility team is focused on developing and commercializing self-driving cars and systems that enable point-to-point mobility in challenging urban driving environments. With talented teams working across the globe in Boston, Pittsburgh, Las Vegas, Santa Monica, and Singapore, Aptiv is the first company to deploy commercial robotaxis to the public. Today, Aptiv has provided over 80,000 autonomous rides to members of the public passengers in Las Vegas — the world's largest public deployment of self-driving vehicles.In September 2019, Aptiv announced a 50/50 joint venture with Hyundai Motor Group, bringing together HMG and Aptiv’s advanced engineering and R&D capabilities, our global footprint, and shared commitment to advancing autonomous driving technology.Come work with leading engineers, research scientists, marketers and business development experts, all while enabling the future of mobility!For more information, please visit www.aptiv.com/our-journey and see www.aptiv.com/careers for opportunities.About this positionThe Rulebooks team is working to implement a comprehensive framework to specify the desired AV behavior into our engineering efforts (see https://arxiv.org/abs/1902.09355). We are seeking a highly talented Research Scientist, Data Science to research, design, and implement measurement and conategies for rider comfort and experience. The ideal candidate will be an innovative problem solver – someone who enjoys designing and implementing studies to answer challenging questions.What you'll do:Develop quantitative metrics to assess passenger experience and ride comfort in trialsDesign and implement human subject studies to measure ride comfort experienceCoordinate data collection efforts from human passengers, human-driven vehicles, and autonomous vehiclesAssist in translating learnings into control strategies within the Rulebooks frameworkEngage internal and external partners to conduct studies and use the findings to improve our autonomous vehicle systemsWhat you'll bring:Graduate degree in Statistics, Data Science, Psychology, Control Theory, Engineering or a related fieldExperience conducting, designing, and/or analyzing human subject studiesDeep knowledge of statistical and data science methodsAbility to effectively communicate and coordinate research across multi disciplinary teamsGreat attention to detail and ability to work independentlyA collaborative work attitude and commitment to high quality work productsBonus points for having experience withFamiliarity with the autonomous vehicle industryExperience with vehicle control systemsHands-on experience with machine learning methodsAptiv is an equal employment opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, national origin, sex, gender identity, sexual orientation, disability status, protected veteran status or any other characteristic protected by law.","communicate,work independently","R,C,R,R,C,R,C,machine learning",NA
"Data Scientist","New York","Advan Research Corporation","Responsibilities:The individual with work with the CTO team to enhance our existing geolocation products along with new complementary datasets. They would be instrumental on the design of new offerings and combining the various existing datasets in one concrete product. The main focus would be on applying statistical modeling to various structured and unstructured geolocation data for verifying the quality and integrity of the data, cleansing the data and extracting trading signals along with using them to calibrate existing forecasting models. It would be also required to write research reports describing our data and its applications. Part of the role will entail interaction with the business development team on client driven projects.The individual should demonstrate strong ability to work on a fast paced environment, proven record of working with innovative product teams and be ambitious to participate in shaping the direction of the newly formed geolocation data industry.Competitive compensation package, including salary and bonus, along with equity participation.Requirements:Minimum 3 years relevant professional experienceQuantitative degree, preferably Ph.D. or Master'sDeep knowledge of statistical modeling using large datasets along with algebraic and multivariate calculus expertiseExperience with R, Python and SQL","","R,C,C,R,R,Python,SQL",NA
"Data Scientist","Kansas City","Able Infotek","Title : Data ScientistEmployment Type:  ContractDuration :  Long TermLocation :  Kansas City, MOJob Summary**Client is seeking a Chief Data Scientist to lead & execute vital data science projects across the organization. This position exists to conduct research and development that will lead to business solutions, improving revenues and increase efficiencies in a variety of departments. The Chief Data Scientist will accomplices this using a variety of modern methodologies ranging from statistical analysis to machine learning. This positions goal is to extract insight and create value from all the data which a modern business creates. This position will also lead the data science team, manage and execute projects, and mentor junior data scientists.**Key ResponsibilitiesBuild machine learning models to solve business problemsvisualize and communicate data insights to business leadersQuery and extract from business systemsDevelop productionized data science analytics productsDesign research methods and experimental design**Knowledge, Skills and Abilities12+ years experience with either R, Python, SAS, or Stata.12+ years in-depth experience in SQL as well as a general knowledge of database and data warehousing theory.10+ years experience in developing Machine Learning models to solve business problems such as Boosting Machines, SVM, neural Networks and Decision Forests.10+ years experience in a broad range of statistical techniques ranging from basic hypothesis testing to eco centric and time series problems.Deep knowledge of research methods, including proper research design ranging from randomized control experiments to pseudo-experimental methods.Masters degree in a quantitative field.Job Type: Contract","communicate","C,C,C,C,C,analysis,machine learning,R,machine learning,R,Python,SQL,Machine Learning,C",NA
"Data Scientist","Littleton","DISH","SummaryDISH is a Fortune 250 company with more than $13 billion in annual revenue that continues to redefine the communications industry. Our legacy is innovation and a willingness to challenge the status quo, including reinventing ourselves. We disrupted the pay-TV industry in the mid-90s with the launch of the DISH satellite TV service, taking on some of the largest U.S. corporations in the process, and grew to be the fourth-largest pay-TV provider. We are doing it again with the first live, internet-delivered TV service – Sling TV – that bucks traditional pay-TV norms and gives consumers a truly new way to access and watch television.Now we have our sights set on upending the wireless industry and unseating the entrenched incumbent carriers.We are driven by curiosity, pride, adventure, and a desire to win – it's in our DNA. We're looking for people with boundless energy, intelligence, and an overwhelming need to achieve to join our team as we embark on the next chapter of our story.Opportunity is here. We are DISH.Job Duties and ResponsibilitiesDISH currently has an opportunity for a strongly motivated Data Scientist on the Performance Optimization team. The Performance Optimization team is an important part of the larger Strategic Planning and Shared Services team, which serves as the liaison between Customer Experience Operations (CXO) and different departments at the corporate office. A detail-oriented individual with a strong analytical/machine learning background, and the ability to handle changing and competing priorities, will fill this position. The ability to connect data to real world problems and solutions will be the key to being successful in this role.Primary responsibilities fall into the following categories:Identify outliers and root causes of problems and develop plans for improvementUse Machine Learning to predict business needs and how to address them.Use conclusions to partner with other departments within the company on process improvementPerform ad hoc analysis for a wide variety of departments and projectsMonitor, analyze, and report on customer initiatives and issuesBuild automated daily, weekly, and monthly reports for a variety of groups and individualsSkills - Experience and RequirementsA successful Data Scientist will have the following:At least a BS in a quantitative field such as statistics, data science, or business analytics (MS or MBA is preferred)Experience with big data platforms (e.g. AWS, Athena, Hive)Experience with creating extracts and visualizations in Tableau.Experience with programming languages used for data analytics (e.g. SageMaker, Python, R)Excellent written and verbal communication skills with the ability to write reports and procedure documents related to trainingExperience with various algorithms and models of machine learningCapacity to deliver a technical message to a non-technical audienceExcellent quantitative and analytical abilities, with proficiency in mathematical concepts and ability to define problems, seek and collect data, establish facts, and draw valid conclusionsExperience in the wireless industry a plus#LI-JP1","communication,communication","R,C,C,machine learning,Machine Learning,analysis,R,big data,Hive,Tableau,Python,R,Excel,algorithms,machine learning,C,Excel",NA
"Senior Data Scientist - Nationwide Opportunities","Santa Monica","Amazon Web Services, Inc.","· · Bachelor’s degree in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.) or equivalent professional or military experienceExperience with ML fields, e.g., natural language processing, computer vision, statistical learning theory6+ years of industry experience in predictive modeling, data science, and analysisExperience in an ML engineer or data scientist role building ML modelsExperience writing code in Python, R, Scala, Java, C++ with documentation for reproducibilityExperience handling terabyte size datasets, diving into data to discover hidden patterns, using data visualization tools, writing SQL, and working with GPUs to develop modelsExperience writing and speaking about technical concepts to business, technical, and lay audiences and giving data-driven presentationsWant to help the largest global enterprises derive business value through the adoption of Artificial Intelligence (AI) and Machine Learning (ML)? Excited by using massive amounts of disparate data to develop ML models? Eager to learn to apply ML to a diverse array of enterprise use cases? Thrilled to be a part of Amazon who has been pioneering and shaping the world’s AI/ML technology for decades?At Amazon Web Services (AWS), we are helping large enterprises build ML models on the AWS Cloud. We are applying predictive technology to large volumes of data and against a wide spectrum of problems. AWS Professional Services works together with AWS customers to address their business needs using AI solutions.AWS Professional Services is a unique consulting team. We pride ourselves on being customer obsessed and highly focused on the AI enablement of our customers. If you have experience with AI, including building ML models, we’d like to have you join our team. You will get to work with an innovative company, with great teammates, and have a lot of fun helping our customers. A successful candidate will be a person who enjoys diving deep into data, doing analysis, discovering root causes, and designing long-term solutions.This is a customer-facing role and you will be required to travel to client locations and deliver professional services as needed.Major responsibilities include:Assist customers by being able to deliver a ML project from beginning to end, including understanding the business need, aggregating data, exploring data, building & validating predictive models, and deploying completed models with concept-drift monitoring and retraining to deliver business impact to the organizationUse AWS AI services (e.g., Personalize), ML platforms (SageMaker), and frameworks (e.g., MXNet, TensorFlow, PyTorch, SparkML, scikit-learn) to help our customers build ML modelsResearch and implement novel ML approaches, including hardware optimizations on platforms such as AWS InferentiaWork with our other Professional Services consultants (Big Data, IoT, HPC) to analyze, extract, normalize, and label relevant data, and with our Professional Services engineers to operationalize customers’ models after they are prototyped· · Mater’s degree of PhD in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.)Ability to develop strategic, baselined, data modeling processes; ability to accurately determine cause-and-effect relationships.Publications or presentations in recognized ML journals or conferencesDeep technical skills, consulting experience, and business savvy to interface with all levels and disciplines within our customers’ organizationDemonstrable track record of dealing well with ambiguity, prioritizing needs, and delivering results in a dynamic environmentAmazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.Pursuant to the Los Angeles Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.","","C,Machine Learning,R,predictive modeling,analysis,Python,R,Java,C,SQL,Artificial Intelligence,AI,Machine Learning,AI,C,AI,AI,AI,analysis,AI,TensorFlow,scikit-learn,R,Big Data,C,C,Machine Learning,R,C",NA
